# Isothermal calorimetry of a CEM I paste — calibration target
#
# Source dataset: Šmilauer V., Reiterman P. (2025), Isothermal calorimetry
#   database of 65 cements and approximations. Zenodo.
#   doi: 10.5281/zenodo.15212785
#   license: CC-BY-4.0  <https://creativecommons.org/licenses/by/4.0/>
#   source file: 122-CEM I 52.5 R Cizkovice-397.csv
#
# Companion article, to be cited (CC BY-NC-ND 3.0 — cite, do not reproduce):
#   Šmilauer V., Edelmannová J., Reiterman P., Isothermal calorimetry database
#   of 65 cements with analytical approximations, Ceramics-Silikáty 70(1),
#   25-33 (2026). doi: 10.13168/cs.2025.0048
#
# cement: Cizkovice 52.5R
# blaine: 397 m2/kg
# wb: 0.50
# temperature: 20C
# Truncated from line: 3 with assigned time: 0.75 h normalized with binder mass: 6.77 g
# Released heat up to 45 minutes (J/g of binder): 12.0 estimated
# reference fit by the depositors: Fitted affinity hydration model, B1 1.283304 h^-1, B2 9.275e-04, eta 5.6682, DoHInf 0.85, Qpot 500.0 J/g, Ea 38300.0 J/mol
#
# Subset of the source record: 485 of 12320 rows, chosen as
#   the rows nearest to 500 log-spaced times. Values are verbatim; no
#   interpolation, no smoothing. Regenerate with data/experimental/regenerate.jl
#
# The fourth column is NOT a measurement: it is the depositors' own
#   affinity-model fit, read off their tabulated curve at the row nearest
#   in time. It is carried so that a fit can be judged against somebody
#   else's on the very same record.
#
# columns: hydration time (h), heat flow (W/g of binder), heat (J/g of
#   binder), depositors' fitted heat (J/g of binder)
time_h,heat_flow_W_per_g,heat_J_per_g,reference_fit_J_per_g
2.739927195045683,0.000856230290306437,4.941040412020047,1.7111
2.782496491538154,0.0008784838480684228,5.073962420895136,1.8073
2.821063890722063,0.0008969191071276735,5.197224859288094,1.9094
2.8411063259177736,0.0009061195031228794,5.262271971390454,1.9094
2.8767708508173624,0.000922057317931568,5.379640334086062,2.0177
2.903220259083642,0.0009335921420986867,5.467985828387456,2.0177
2.9508878302574155,0.0009533175196401901,5.629885749466411,2.1328
2.968141126036644,0.0009602747738046387,5.689314142377792,2.1328
3.0074323801199596,0.0009758055592601062,5.826241986103675,2.2552
3.0524067521095275,0.0009935840532994747,5.985671695953437,2.3853
3.0713012404574287,0.0010009761179815113,6.053506845001259,2.3853
3.1093365432156457,0.0010159078081805465,6.191588127357895,2.5237
3.1405607793066235,0.0010282738052285031,6.3064768546844405,2.5237
3.18758649289608,0.0010471314130413231,6.482145323784298,2.6712
3.2079311855634054,0.0010553709406927435,6.559139899378584,2.8283
3.2410054869121976,0.001068702295155225,6.685593928299381,2.8283
3.2929699460665383,0.0010901386179134852,6.887518650285622,2.9958
3.32158023847474,0.0011022770776330595,7.000424827719473,2.9958
3.3700040723217857,0.0011232918402173913,7.194404862517961,3.1745
3.393899689449204,0.001133807226273438,7.291487457718694,3.3652
3.4414897105428905,0.0011550074904342212,7.487548390883914,3.3652
3.4651841145091584,0.0011660189967310653,7.586540001449857,3.569
3.509137760268317,0.0011865017518913781,7.77266111337446,3.569
3.558786170085271,0.001209978118858626,7.986816504551889,3.7867
3.5811390739017064,0.0012207237887383517,8.084616347256382,4.0195
3.631384495165613,0.001245484088830042,8.307664523975404,4.0195
3.682362606525421,0.0012711288269184346,8.538590436218806,4.2686
3.7237562085522544,0.0012924132761781115,8.729596071089105,4.5352
3.7549088295300805,0.0013087919838652862,8.875457921882093,4.5352
3.805809363656574,0.0013358246332755633,9.11776023895218,4.8207
3.8260585718684723,0.0013467626079936993,9.215536720623255,4.8207
3.877070302300983,0.001374588376479698,9.465398028823678,5.1266
3.9195804448922473,0.0013984573081568922,9.677578272419725,5.1266
3.9777946667538746,0.0014322337167904698,9.97417731922619,5.4544
4.024905542929967,0.001460345368646644,10.219463301045028,5.806
4.066911424265967,0.00148646249135285,10.442268287471247,5.806
4.096465573973126,0.0015050981156487886,10.601411741538504,6.1831
4.156297065284517,0.0015437584211222225,10.929735673729642,6.5877
4.203972745339076,0.001575774611315135,11.197430708932332,6.5877
4.25307134548823,0.001609358755133924,11.478917550154831,7.022
4.2968700006273055,0.001639705866124949,11.735064317615906,7.022
4.335878316627609,0.001667255118087849,11.967260963397557,7.4882
4.397562038236194,0.0017111361593236786,12.342360554966339,7.9887
4.452094108793471,0.0017514473908682143,12.682239885811493,7.9887
4.499042540391287,0.0017869384755065678,12.981258886077006,8.5261
4.527906040350596,0.0018090705075998195,13.16808498250288,8.5261
4.579097332888179,0.0018489374566067049,13.505126149304855,9.1031
4.651828503873613,0.0019072728261740799,13.996835673130649,9.7227
4.6923149673144025,0.0019408262194288931,14.277268331518062,9.7227
4.75166006260448,0.0019912403820412502,14.697282051686567,10.3878
4.793167037434048,0.0020270207104381792,14.997488270852102,10.3878
4.840094760788811,0.0020680339293686896,15.343383959802596,11.1016
4.897349200248718,0.0021187259384058766,15.77485065764484,11.1016
4.9628770621617635,0.0021777396810373794,16.28159482129334,11.8674
5.018784640630086,0.0022289468014477414,16.725049313947842,12.6887
5.069379108746847,0.0022756699093549352,17.135271429118305,12.6887
5.125101682212618,0.0023276476338110006,17.596984688138118,13.569
5.190211781925625,0.002388951464794761,18.149747255820873,14.5119
5.245452575816048,0.002441457007900517,18.63004464889001,14.5119
5.305148134496477,0.002498410733289064,19.160842902795377,15.5211
5.3763418727450905,0.002566599216876891,19.809910799079084,15.5211
5.412318599489,0.002601050865998932,20.144558041970658,16.6002
5.4786179440551335,0.002664599514928126,20.77294852451109,16.6002
5.550018253856235,0.0027330809288457687,21.466666455955917,17.7528
5.601897456116147,0.002782628541305262,21.981739259171956,18.9826
5.665115702549617,0.0028427930819264822,22.621878222954265,18.9826
5.718422871828079,0.002893077004811408,23.172269969927882,20.293
5.78992137187057,0.0029598629307155395,23.925528022681227,20.293
5.851683444778124,0.003016842110613107,24.58998066042702,21.6872
5.92029507709874,0.003079946413656013,25.342928376642153,23.1682
5.986867296695709,0.0031407451740547636,26.088386306443915,23.1682
6.056465290851063,0.0032025752247189045,26.883036907220834,24.7388
6.121042710410224,0.0032597213749272435,27.634226931293643,24.7388
6.188371044132444,0.0033183474130054256,28.431443876858474,26.4012
6.258667402002547,0.0033784487372247583,29.278839310395416,28.1574
6.334541201326582,0.003441825076428749,30.210325479452038,28.1574
6.396084778308868,0.0034923869830245703,30.978511902242296,30.0086
6.471847597360611,0.0035529222052689377,31.939325836263535,30.0086
6.543365595340728,0.003608990654564164,32.86132165016115,31.9558
6.628456272946464,0.0036733389113131013,33.97676994978726,33.9993
6.708163890971078,0.0037317532933288117,35.03920155123315,33.9993
6.773590263724327,0.003778406964957104,35.923683087729856,36.1385
6.841005572345522,0.0038251681678714996,36.846386004203545,36.1385
6.921946905718909,0.003880427617400596,37.96902558237287,38.3725
7.011053974164857,0.0039399878354789255,39.223366988012536,40.6995
7.0740812411573195,0.003981731808559894,40.12208081112702,40.6995
7.148787712123659,0.004031786462587694,41.19964531460736,43.1173
7.23876554303699,0.004092099825767904,42.515417595483534,43.1173
7.327877036200629,0.004149992132402929,43.83753830326708,45.6228
7.40272828883595,0.0041946910695446,44.961940641014145,48.2124
7.483137113981777,0.004238647583589548,46.18257465419285,48.2124
7.568915383153492,0.0042898967276099355,47.49907048828331,50.8821
7.643680185079575,0.004345140035051321,48.66093236012801,50.8821
7.745661360952589,0.004430347518998339,50.271762136184726,53.6271
7.835048889584012,0.004494221972439266,51.70807312841802,56.4425
7.908196095493105,0.004536845815219059,52.89727192462833,56.4425
8.009221060938305,0.004590036695225315,54.55697718172884,59.3229
8.097908713155322,0.004637800366643154,56.03000799134285,62.2626
8.18144332991706,0.004685106440983685,57.43177641750154,62.2626
8.26179676082399,0.004733105919903833,58.79394545319793,65.2559
8.358727713028589,0.004793233017538927,60.45600914814079,65.2559
8.460198931760258,0.0048574983029297265,62.2186695931616,68.2968
8.559539295832316,0.004919601787672925,63.96701357839049,68.2968
8.649706839587953,0.00497399803155327,65.57282891363715,71.3794
8.732052330176035,0.00502087640233587,67.05434123700805,74.4979
8.831210931340854,0.005074691305353491,68.85636525530357,74.4979
8.934710919327205,0.005127906694070465,70.75716894842924,77.6463
9.039288377099567,0.005179013503249904,72.69740025725548,77.6463
9.133357436259587,0.005223479516612256,74.45884788735944,80.8193
9.237753264639112,0.0052706140269843296,76.43088287993403,84.0113
9.352602169381248,0.005320785019922937,78.62048320873731,84.0113
9.444946737421883,0.005359548632048354,80.39582104574762,87.2172
9.554929503864711,0.005404026887797529,82.52672418647309,87.2172
9.656382460329267,0.0054432289589382765,84.50766162690704,90.4322
9.771085804965761,0.005485277093245926,86.76411501072673,93.6517
9.873616248965263,0.005520394477545327,88.7953304545314,93.6517
9.982188915742768,0.0055547437776945745,90.95982762316366,96.8715
10.110644821458393,0.005590391310479104,93.53702172933312,96.8715
10.223049198256598,0.0056165505606133835,95.8046636133016,100.0876
10.326999905175633,0.005635547128801542,97.91021514582481,103.2966
10.448017022411028,0.005650889744361723,100.36901557399435,103.2966
10.566927471823162,0.0056580957637349365,102.78990355022232,106.495
10.678432010213534,0.005656882798789474,105.06119445159166,106.495
10.81259072052108,0.005643945587606551,107.79068559805303,109.6801
10.916765006250806,0.00562427947159518,109.90387906538339,112.849
11.039915898243587,0.005589349627717208,112.39009796636817,112.849
11.157868721220229,0.005543448628235051,114.7542422978718,115.9995
11.278437094688416,0.005483816508265572,117.14786305834477,115.9995
11.420722562803162,0.00539647154480779,119.93522268719111,119.1294
11.542110828028784,0.005308121094510722,122.27463169163971,122.237
11.660383147001266,0.005210980569350987,124.51440013098166,122.237
11.805389824575848,0.005078526495144481,127.20068863500259,125.3206
11.924898856348461,0.004960562080657179,129.36053342644814,125.3206
12.073332697682911,0.004804800933404788,131.97000613537483,128.3789
12.206624308029811,0.004658740685878876,134.24072028812543,131.4107
12.350098785824246,0.004497656158448299,136.6055088589455,131.4107
12.469844946198993,0.00436196677666238,138.51515115779182,134.415
12.602777152856191,0.004211978539582373,140.56663921426244,134.415
12.758157846530278,0.004039711838916972,142.8743209039298,137.391
12.9037085856994,0.0038833210538584003,144.9498322892436,140.3381
13.047058641579415,0.003735187827806728,146.91539494245768,140.3381
13.18152751730548,0.003602615750120611,148.69120731196065,143.2557
13.33549948308203,0.0034578551487498867,150.64772311398886,143.2557
13.498997844722536,0.0033122520590365212,152.63982541768218,146.1435
13.635661596258482,0.0031966580115890667,154.24078140400533,149.0012
13.798745650053025,0.003066281730856308,156.07882486103725,149.0012
13.94072970032692,0.0029592224139108514,157.61855769747444,151.8286
14.09183069533772,0.0028520706121691547,159.19883946988574,151.8286
14.254325249526236,0.002744008304024984,160.83531557364827,154.6257
14.413951777749592,0.0026457279762740014,162.38362233125656,157.3924
14.581492202944226,0.002550037344899084,163.95014544299715,157.3924
14.752486344575882,0.0024598901114687237,165.4918245437982,160.1288
14.899830888642205,0.0023876772894400734,166.77726311827865,160.1288
15.080031640529633,0.0023065010400031643,168.2994668330333,162.8351
15.239259540902244,0.0022403182923210123,169.60234517562782,165.5114
15.408276443547672,0.002175743680672494,170.94556364978828,165.5114
15.579955003725157,0.002115728882163513,172.2714547719156,168.1579
15.77015329056316,0.002055490702616802,173.69920066529374,168.1579
15.939787797662946,0.0020063966818572344,174.93928798607024,170.775
16.112588239312174,0.0019601939165054937,176.172842412535,173.3629
16.304498180680802,0.0019134604164366225,177.5106650574914,173.3629
16.479250880877174,0.0018745476533218047,178.70204020619494,175.922
16.65610025776757,0.0018385016481474478,179.88387349242413,175.922
16.848155785401666,0.0018023339449361896,181.1423373102642,178.4526
17.02906219449308,0.0017710389600209297,182.30579918001678,180.9551
17.2195438211494,0.001739791004182238,183.50945360689738,180.9551
17.41547317365805,0.0017098283574882337,184.72588777872932,183.43
17.609269508123397,0.0016814530556310033,185.90880620090886,183.43
17.810544273853303,0.0016540924817452145,187.1171185881452,185.8775
18.015043332775434,0.0016272134051915365,188.32488095881908,188.2982
18.218870154288076,0.001601605702170354,189.50944046295427,188.2982
18.417845634354485,0.0015777278907091585,190.64806859979024,190.6924
18.6094610411591,0.0015554461923987385,191.72870371676316,190.6924
18.8258090086778,0.0015309804147793998,192.93060583708683,193.0606
19.04351468715403,0.0015077355349764924,194.1212828462287,195.4033
19.256104210416474,0.0014880380423773296,195.26759601287512,195.4033
19.462586572832528,0.0014689678236734967,196.36665139819212,197.7208
19.67741607904434,0.00144897939882799,197.4949922312053,197.7208
19.895908105770744,0.0014288642342860252,198.62675720059707,200.0136
20.13030525114801,0.0014072882969077436,199.82329324826097,202.2822
20.35500219371584,0.0013878362982378326,200.95373255044407,202.2822
20.581658653749358,0.0013687697696100364,202.07829816496536,204.5269
20.798456832170487,0.0013516727818304755,203.13987893160956,204.5269
21.044307190179822,0.0013322496499281388,204.32754766925643,206.7483
21.26540810783704,0.0013153810738834616,205.38122085353749,208.9467
21.51115175379647,0.0012978643131917238,206.53708416986643,208.9467
21.749638037814037,0.0012815441628496967,207.64435730231068,211.1226
22.005536356502112,0.0012644056186233664,208.81697026097527,211.1226
22.23978290597598,0.0012498255716096966,209.87698297013034,213.2763
22.48325919932789,0.0012357524710515106,210.9663450471921,215.4083
22.742503803107475,0.0012205643976203396,212.11257680359546,215.4083
22.993293007744683,0.0012065807299586914,213.20817181713605,217.519
23.2612247633934,0.0011920319231400955,214.36496585176408,217.519
23.524609833823312,0.0011779918737990806,215.48856463807698,219.6089
23.767212749189802,0.001165853662825096,216.51208677902116,221.6782
24.040085120333565,0.0011524508683244431,217.6507119908654,221.6782
24.3116015625,0.0011396501372491633,218.77084161145407,223.7273
24.591793347464666,0.0011272879686980394,219.91409613871178,223.7273
24.859514878127307,0.00111652737852763,220.99535398148467,225.7567
25.13211107545429,0.0011051230385949857,222.0855473899002,227.7667
25.415428341229756,0.0010932920282829175,223.20661029465234,227.7667
25.695244015455245,0.0010822070732754174,224.30203919465907,229.7577
25.988817387289473,0.0010713572758012004,225.43999221967232,229.7577
26.285273236367438,0.0010610397576637281,226.57792155437718,231.73
26.578139218224422,0.00105089357304482,227.69119729596665,233.6839
26.85973183380233,0.0010422407169503952,228.7519492151079,233.6839
27.177109701103632,0.0010329357479687208,229.93757093264122,235.6199
27.46000789496634,0.0010253789491690933,230.98562612431834,235.6199
27.773841986656187,0.0010171254333926705,232.1394155041601,237.5382
28.096574477288456,0.0010082775246308216,233.31590409790877,239.4391
28.397216436200672,0.0010008439153591094,234.40317804899564,239.4391
28.716466231213673,0.000993775250949664,235.54927172871822,241.323
29.05121456331677,0.0009867553365497663,236.74252145689596,241.323
29.358853904273772,0.0009806743088652326,237.8319656173054,243.1901
29.70586479067802,0.0009742316240036889,239.05297907888396,245.0408
30.03421234806379,0.0009678988385192491,240.20070257069466,245.0408
30.369051879710618,0.0009623541836272007,241.36392305644242,246.8754
30.692316234376698,0.0009574129865544084,242.48098125626964,246.8754
31.05532105796867,0.0009517415980719965,243.7285297976221,248.6941
31.402765868504844,0.0009465710236332579,244.9156743457004,250.4972
31.743516165945266,0.0009419462915582159,246.07400184684425,250.4972
32.09465592159165,0.00093735330860598,247.2617368762764,252.2849
32.46795315742493,0.0009333047853529305,248.5187613938848,252.2849
32.82193521009551,0.0009293155191850477,249.70541078775454,254.0576
33.19027745789952,0.0009253957823096094,250.93510675432216,255.8155
33.55604907671611,0.0009213534975896313,252.15091513509003,255.8155
33.93076322264142,0.0009169647759519235,253.39096650447095,257.5589
34.31367389758428,0.000911937178723265,254.65149994778403,257.5589
34.708081193765004,0.0009064787200407403,255.9425209556191,259.2879
35.078636619382436,0.0009009060807080395,257.1481132621539,261.0028
35.48738078170353,0.0008938916606742977,258.4692078755326,261.0028
35.88310577531656,0.0008862049320733498,259.7367650381486,262.7038
36.28092730389701,0.0008796503626633678,261.0011344893459,262.7038
36.674587593608436,0.0008726545921336213,262.2427371085732,264.3912
37.09841352621714,0.0008656312172248189,263.5684482293533,266.0652
37.50353986170557,0.0008602837042992991,264.8275800677425,266.0652
37.92180686314901,0.0008485342134259595,266.1142908121542,267.726
38.3440679497189,0.0008387341218406727,267.3964483918753,267.726
38.78709112061395,0.0008293790810327507,268.7268359372246,269.3737
39.21555257731014,0.0008193471461878194,269.99870563742456,271.0086
39.657062399254905,0.0008077764567287908,271.2917706023709,271.0086
40.09511837144693,0.000796861150085207,272.557017848334,272.6309
40.5360318936242,0.000785702887570696,273.8129449477248,272.6309
40.984981022940744,0.0007737627188742175,275.07336970514694,274.2408
41.44992888496982,0.0007610210789784096,276.35779196917997,275.8384
41.90853509015508,0.0007480863307504496,277.6032968998477,275.8384
42.38881501158079,0.0007347377304999801,278.88490416222174,277.4239
42.86671552459399,0.0007209044474298377,280.13762606351025,277.4239
43.33673790242937,0.0007076176741349598,281.3467546289083,278.9975
43.82748566442066,0.0006940062853864288,282.5850283205249,280.5594
44.31513776699702,0.0006803068039478692,283.79136500266264,280.5594
44.809740878873406,0.0006678585647328033,284.9906891242578,282.1096
45.310775803989834,0.0006553654268086095,286.1845533921526,282.1096
45.8186081302166,0.0006408616855240532,287.3692032170168,283.6485
46.33628923025396,0.0006264217126664941,288.5500633809118,285.1761
46.854918223818146,0.0006133769618665809,289.70719843842903,285.1761
47.36300871325864,0.000601428287228425,290.81811428304906,286.6925
47.89207349710995,0.0005882053714610175,291.9506213421384,286.6925
48.4278590171867,0.0005751252395259551,293.07236660085346,288.198
48.96640727844503,0.0005626266674533105,294.1750336963961,289.6926
49.53036598059867,0.0005490253852513567,295.30353358364954,289.6926
50.080460497472025,0.0005363328949255223,296.37775311511473,291.1765
50.62662026140425,0.0005261427288808496,297.42235595973665,291.1765
51.202862276766034,0.0005137061623771846,298.500790645976,292.6498
51.76632517735163,0.0005022699535582935,299.5313181418181,294.1127
52.35866035971377,0.0004914377113493432,300.5919983323637,294.1127
52.944904308981364,0.0004807701940957265,301.61736172028264,295.5652
53.53568305452665,0.0004710287509636474,302.6295524401886,295.5652
54.1270931549867,0.00046092187978028344,303.62178890389924,297.0076
54.73799427310626,0.0004506155110725753,304.6242433319031,298.4398
55.34153544889556,0.0004406080240328424,305.59225033545954,298.4398
55.954538646539056,0.00043102119425914964,306.5540948146447,299.8621
56.585479620165295,0.0004216091826557166,307.5221387995283,299.8621
57.23919099768003,0.0004116024719159926,308.50275555662444,301.2745
57.873209898471835,0.0004029990651259231,309.4324956389936,302.6771
58.51529296411408,0.00039417483317075907,310.3538640019258,302.6771
59.15358637213707,0.0003853677295694231,311.24961398411085,304.07
59.81609115891987,0.0003762297869673895,312.1582031531659,304.07
60.487862864269154,0.00036500154973516293,313.0529598059659,305.4534
61.174650481674405,0.0003564718240622951,313.94496395108337,306.8274
61.85018899612957,0.00034880899038891545,314.80252050730735,306.8274
62.55071769999133,0.00034124983250301017,315.6725883274448,308.1919
63.2404280840026,0.00033361942625925495,316.5102777821612,308.1919
63.95859904461437,0.0003262125815304932,317.3632382834173,309.5472
64.65341237313217,0.00031917311371519586,318.1702879492887,309.5472
65.39100164247883,0.0003118503011055074,319.0083121422058,310.8932
66.11986387504471,0.0003047805077255886,319.8175592079699,312.2302
66.86115552710162,0.00029865502247780146,320.6217847110072,312.2302
67.60314050912856,0.0002919301115404577,321.41093005914985,313.5581
68.36474683735105,0.00028457177380786957,322.2013952152776,313.5581
69.1244758511914,0.0002771886560953418,322.96915732776716,314.877
69.89958605322572,0.00026932222231106583,323.7315674325678,316.1871
70.67911845260195,0.0002656980530411495,324.4812439724993,316.1871
71.46285280704498,0.0002581180156040494,325.2196424303366,317.4884
72.25771038287215,0.00025154848555422143,325.9490608484944,317.4884
73.07525156080722,0.0002460095762805812,326.68144512652185,318.7809
73.89223441561063,0.00023991623230060894,327.39592618232604,320.0647
74.70905603766441,0.00023363672931927978,328.09194305971846,320.0647
75.56962732924354,0.0002287007735083002,328.80794667780305,321.34
76.3928405757745,0.00022353423861195155,329.4789495246463,321.34
77.2459077890714,0.0002188532869723089,330.1584487127577,322.6067
